Height_cm,Weight_kg,BMI,BMI_Category,Body_Shape,Hip_Circumference_cm,Shoulder_Width_cm,Clothing_Size,Style_Preference,Recommended_Cloth_Color
178.25,77.8,24.49,Normal,Oval,97.95,46.19,L,Calm & Classic,Beige
162.91,59.53,22.43,Normal,Oval,92.45,44.44,M,Adventurous & Natural,Bright Orange
158.78,78.16,31.0,Obese,Spoon,108.26,39.94,M,Bold & Expressive,Magenta
170.95,105.63,36.15,Obese,Rectangle,106.34,38.58,XL,Soft & Gentle,Peach
178.59,111.15,34.85,Obese,Rectangle,99.55,42.32,XXL,Adventurous & Natural,Coral
150.8,47.8,21.02,Normal,Athletic,97.1,46.87,M,Calm & Classic,Green
163.7,107.85,40.25,Obese,Hourglass,105.09,44.81,XXL,Calm & Classic,Blue
186.15,94.17,27.18,Overweight,Pear,127.81,38.82,XL,Bold & Expressive,Coral
183.72,47.65,14.12,Underweight,Hourglass,107.55,47.83,M,Soft & Gentle,Grey
182.17,102.83,30.99,Obese,Apple,112.18,40.2,XXL,Soft & Gentle,Baby Pink
167.63,104.38,37.15,Obese,Pear,126.34,44.03,XL,Bold & Expressive,Magenta
170.11,89.12,30.8,Obese,Athletic,93.61,48.1,XXL,Calm & Classic,Teal
156.46,75.87,30.99,Obese,Hourglass,106.3,43.31,L,Adventurous & Natural,Coral
170.2,55.64,19.21,Normal,Hourglass,105.66,42.56,M,Soft & Gentle,Light Blue
180.64,62.29,19.09,Normal,Hourglass,107.87,40.28,L,Adventurous & Natural,Magenta
187.02,70.49,20.15,Normal,Apple,111.11,42.73,XL,Soft & Gentle,Baby Pink
180.45,93.86,28.82,Overweight,Apple,105.14,44.89,XXL,Adventurous & Natural,Maroon
170.06,74.92,25.91,Overweight,Oval,117.6,42.72,L,Adventurous & Natural,Bright Orange
158.25,47.58,19.0,Normal,Diamond,99.08,43.17,XS,Adventurous & Natural,Maroon
156.89,75.75,30.77,Obese,Athletic,92.81,44.43,XL,Adventurous & Natural,Magenta
189.76,62.04,17.23,Underweight,Athletic,104.83,42.04,M,Bold & Expressive,Coral
188.13,90.54,25.58,Overweight,Inverted Triangle,95.44,40.99,XXL,Calm & Classic,Beige
187.66,78.97,22.42,Normal,Rectangle,88.82,42.96,L,Adventurous & Natural,Forest Green
153.9,76.71,32.39,Obese,Diamond,95.38,42.23,L,Adventurous & Natural,Maroon
182.4,98.49,29.6,Overweight,Hourglass,106.04,43.26,XXL,Soft & Gentle,Mint Green
176.16,60.12,19.37,Normal,Athletic,103.31,51.99,XL,Bold & Expressive,Orange
158.27,49.18,19.63,Normal,Pear,90.42,37.97,XS,Calm & Classic,White
153.65,97.98,41.5,Obese,Pear,119.8,35.12,M,Bold & Expressive,Maroon
157.37,99.78,40.29,Obese,Hourglass,119.89,46.59,XXL,Calm & Classic,Navy
185.33,90.72,26.41,Overweight,Inverted Triangle,107.05,42.48,XXL,Soft & Gentle,Brown
152.63,96.53,41.44,Obese,Pear,101.27,37.32,M,Soft & Gentle,Peach
175.58,66.13,21.45,Normal,Athletic,101.31,51.65,XL,Soft & Gentle,Light Blue
160.43,51.66,20.07,Normal,Pear,108.76,40.9,XS,Bold & Expressive,Electric Blue
179.56,80.1,24.84,Normal,Pear,108.17,38.97,M,Bold & Expressive,Bright Orange
171.18,51.74,17.66,Underweight,Athletic,96.39,47.71,M,Bold & Expressive,Fuchsia
170.6,93.56,32.15,Obese,Inverted Triangle,86.9,50.68,XXL,Calm & Classic,Brown
189.01,66.35,18.57,Normal,Hourglass,99.94,40.4,L,Bold & Expressive,Yellow
186.01,108.34,31.31,Obese,Inverted Triangle,109.05,50.8,XXL,Soft & Gentle,Grey
182.47,101.97,30.63,Obese,Inverted Triangle,106.01,49.09,XXL,Bold & Expressive,Bright Orange
164.44,72.61,26.85,Overweight,Inverted Triangle,84.25,42.7,XL,Bold & Expressive,Lime Green
155.72,97.62,40.26,Obese,Inverted Triangle,92.97,44.86,XL,Soft & Gentle,Brown
153.71,96.9,41.01,Obese,Apple,106.13,41.89,XL,Adventurous & Natural,Turquoise
153.21,63.85,27.2,Overweight,Pear,100.18,43.37,M,Calm & Classic,Lavender
183.04,117.72,35.14,Obese,Hourglass,112.38,43.43,XXL,Calm & Classic,Teal
163.59,117.77,44.01,Obese,Athletic,105.76,53.33,XXL,Adventurous & Natural,Forest Green
154.69,87.81,36.7,Obese,Spoon,112.03,40.47,XL,Calm & Classic,Blue
166.9,76.04,27.3,Overweight,Oval,118.55,38.04,M,Soft & Gentle,Lavender
189.48,50.05,13.94,Underweight,Diamond,89.35,48.4,M,Adventurous & Natural,Olive Green
168.56,59.96,21.1,Normal,Rectangle,86.9,47.75,L,Bold & Expressive,Magenta
158.75,95.0,37.7,Obese,Apple,128.43,39.53,XL,Bold & Expressive,Magenta
188.89,100.42,28.15,Overweight,Hourglass,118.77,42.2,XXL,Calm & Classic,Brown
152.97,82.03,35.06,Obese,Athletic,111.04,51.55,XXL,Adventurous & Natural,Gold
189.93,112.38,31.15,Obese,Hourglass,110.75,41.75,XXL,Calm & Classic,Lavender
157.53,49.07,19.77,Normal,Inverted Triangle,82.53,52.72,M,Soft & Gentle,Beige
157.45,106.1,42.8,Obese,Apple,114.29,41.25,XL,Bold & Expressive,Orange
184.22,82.36,24.27,Normal,Hourglass,97.24,39.22,L,Adventurous & Natural,Electric Blue
159.06,108.51,42.89,Obese,Rectangle,106.88,46.34,XXL,Adventurous & Natural,Forest Green
155.06,48.41,20.13,Normal,Diamond,88.54,38.21,XS,Calm & Classic,Rust
176.44,50.36,16.18,Underweight,Athletic,90.58,43.57,XS,Bold & Expressive,Turquoise
171.76,76.46,25.92,Overweight,Oval,123.39,40.81,L,Bold & Expressive,Fuchsia
162.42,116.13,44.02,Obese,Athletic,99.4,48.41,XXL,Adventurous & Natural,Forest Green
176.78,52.0,16.64,Underweight,Diamond,98.14,39.48,XS,Adventurous & Natural,Orange
157.35,101.07,40.82,Obese,Hourglass,121.67,42.7,XL,Soft & Gentle,Light Blue
161.73,46.66,17.84,Underweight,Spoon,101.73,43.28,XS,Soft & Gentle,Brown
186.89,99.85,28.59,Overweight,Rectangle,94.1,40.65,XXL,Calm & Classic,Blue
175.07,81.64,26.64,Overweight,Diamond,96.86,41.66,XL,Bold & Expressive,Turquoise
150.33,56.35,24.93,Obese,Pear,121.7,35.81,M,Soft & Gentle,Grey
180.0,100.04,30.88,Obese,Rectangle,96.93,45.08,XXL,Bold & Expressive,Yellow
182.36,111.99,33.68,Obese,Diamond,110.56,39.23,XXL,Bold & Expressive,Magenta
154.86,69.91,29.15,Overweight,Spoon,114.24,43.98,M,Adventurous & Natural,Turquoise
159.22,73.41,28.96,Overweight,Hourglass,101.73,42.7,M,Adventurous & Natural,Forest Green
151.8,95.91,41.62,Obese,Diamond,110.6,45.29,XL,Calm & Classic,Teal
172.48,51.13,17.19,Underweight,Apple,101.71,39.88,XS,Bold & Expressive,Turquoise
175.55,105.88,34.36,Obese,Oval,130.0,43.38,XXL,Calm & Classic,Lavender
166.41,82.84,29.91,Obese,Rectangle,93.18,41.23,XXL,Calm & Classic,Lavender
162.17,74.89,28.48,Overweight,Athletic,98.83,48.54,XL,Soft & Gentle,Pale Yellow
151.91,77.18,33.45,Obese,Hourglass,102.39,43.38,L,Adventurous & Natural,Khaki
156.78,91.26,37.13,Obese,Inverted Triangle,99.39,40.27,XL,Soft & Gentle,Pale Yellow
180.51,56.31,17.28,Underweight,Oval,95.67,39.92,S,Calm & Classic,Green
157.27,63.28,25.58,Overweight,Inverted Triangle,98.35,50.7,XL,Adventurous & Natural,Khaki
174.46,61.32,20.15,Normal,Diamond,95.63,45.69,M,Soft & Gentle,Black
153.14,70.28,29.97,Obese,Oval,120.32,42.07,L,Adventurous & Natural,Magenta
189.08,52.27,14.62,Underweight,Inverted Triangle,89.21,53.54,M,Adventurous & Natural,Olive Green
173.48,74.81,24.86,Normal,Rectangle,106.39,47.66,L,Soft & Gentle,Cream
181.96,95.11,28.73,Overweight,Pear,99.09,36.87,XL,Adventurous & Natural,Mustard Yellow
170.74,86.7,29.74,Overweight,Hourglass,115.88,47.78,XXL,Soft & Gentle,Mint Green
161.64,81.23,31.09,Obese,Rectangle,95.75,43.57,XXL,Bold & Expressive,Maroon
156.51,118.83,48.51,Obese,Oval,122.97,41.29,XL,Soft & Gentle,Peach
155.09,115.84,48.16,Obese,Rectangle,114.38,38.61,L,Calm & Classic,Green
180.74,86.69,26.54,Overweight,Athletic,106.75,43.1,XXL,Calm & Classic,Blue
158.91,85.48,33.85,Obese,Diamond,92.68,46.19,XXL,Adventurous & Natural,Fuchsia
163.05,77.49,29.15,Overweight,Inverted Triangle,96.58,45.26,XL,Calm & Classic,Navy
165.4,109.95,40.19,Obese,Hourglass,110.29,39.78,XL,Bold & Expressive,Lime Green
171.83,48.99,16.59,Underweight,Pear,107.99,36.13,XS,Soft & Gentle,White
181.91,110.71,33.46,Obese,Spoon,125.47,42.24,XXL,Soft & Gentle,Pale Yellow
154.35,77.35,32.47,Obese,Apple,95.34,40.16,XL,Soft & Gentle,White
187.2,49.02,13.99,Underweight,Spoon,94.88,45.29,S,Soft & Gentle,Brown
172.78,82.55,27.65,Overweight,Spoon,115.41,46.15,XXL,Adventurous & Natural,Bright Orange
172.98,51.09,17.07,Underweight,Spoon,91.05,46.1,S,Adventurous & Natural,Electric Blue
187.59,98.92,28.11,Overweight,Pear,117.45,43.39,XL,Adventurous & Natural,Red
161.6,46.04,17.63,Underweight,Spoon,106.31,43.22,XS,Soft & Gentle,Mint Green
166.13,66.87,24.23,Normal,Apple,99.28,46.75,XL,Bold & Expressive,Maroon
163.15,88.85,33.38,Obese,Diamond,113.14,43.49,XXL,Calm & Classic,Black
173.47,102.69,34.13,Obese,Hourglass,101.55,44.09,XXL,Bold & Expressive,Magenta
175.55,56.51,18.34,Underweight,Pear,112.71,44.89,XS,Bold & Expressive,Bright Orange
169.35,69.88,24.37,Normal,Spoon,108.24,38.12,S,Bold & Expressive,Orange
159.72,53.8,21.09,Normal,Apple,92.5,46.87,M,Bold & Expressive,Lime Green
150.66,60.07,26.46,Overweight,Athletic,99.76,48.14,XL,Soft & Gentle,Mint Green
151.18,102.25,44.74,Obese,Spoon,125.42,42.68,XL,Calm & Classic,Brown
171.82,96.93,32.83,Obese,Diamond,92.3,39.03,XL,Soft & Gentle,Baby Pink
180.46,112.69,34.6,Obese,Apple,112.04,44.48,XXL,Bold & Expressive,Maroon
169.07,115.68,40.47,Obese,Diamond,103.89,39.96,XL,Adventurous & Natural,Coral
175.72,53.6,17.36,Underweight,Rectangle,104.97,44.74,XS,Bold & Expressive,Bright Orange
152.92,94.16,40.27,Obese,Pear,123.45,35.94,M,Calm & Classic,Green
162.68,96.05,36.29,Obese,Inverted Triangle,95.42,42.19,XXL,Bold & Expressive,Red
160.94,72.08,27.83,Overweight,Spoon,102.51,43.57,L,Bold & Expressive,Magenta
161.1,58.94,22.71,Normal,Diamond,96.59,38.21,S,Adventurous & Natural,Khaki
186.73,48.66,13.96,Underweight,Oval,92.89,41.25,S,Bold & Expressive,Gold
175.1,109.38,35.68,Obese,Diamond,94.39,44.91,XXL,Calm & Classic,Rust
179.86,105.57,32.63,Obese,Rectangle,108.15,46.72,XXL,Soft & Gentle,Pale Yellow
173.41,118.59,39.44,Obese,Inverted Triangle,112.25,47.88,XXL,Bold & Expressive,Turquoise
150.13,78.07,34.64,Obese,Athletic,102.09,48.77,XL,Calm & Classic,Forest Green
166.69,77.55,27.91,Overweight,Hourglass,116.5,38.15,M,Bold & Expressive,Gold
186.07,56.16,16.22,Underweight,Hourglass,101.34,40.91,M,Bold & Expressive,Coral
166.8,77.59,27.89,Overweight,Apple,99.36,42.52,XL,Calm & Classic,Lavender
156.53,99.41,40.57,Obese,Athletic,101.59,50.82,XXL,Soft & Gentle,Grey
153.09,47.6,20.31,Normal,Hourglass,113.76,40.9,XS,Adventurous & Natural,Electric Blue
178.24,66.56,20.95,Normal,Oval,110.68,39.47,S,Adventurous & Natural,Coral
173.13,58.37,19.47,Normal,Spoon,89.88,46.04,L,Bold & Expressive,Orange
167.72,116.01,41.24,Obese,Inverted Triangle,98.54,52.63,XXL,Adventurous & Natural,Coral
160.72,81.88,31.7,Obese,Hourglass,98.17,38.69,XL,Calm & Classic,Grey
166.78,72.03,25.9,Overweight,Apple,121.78,45.43,XL,Soft & Gentle,Baby Pink
180.44,64.16,19.71,Normal,Oval,118.62,45.1,L,Soft & Gentle,Peach
168.65,106.33,37.38,Obese,Pear,119.43,43.4,XL,Calm & Classic,Olive Green
157.8,91.58,36.78,Obese,Diamond,90.25,46.55,XXL,Adventurous & Natural,Bright Orange
153.7,48.24,20.42,Normal,Spoon,92.64,38.88,XS,Calm & Classic,Cream
180.3,83.19,25.59,Overweight,Inverted Triangle,84.99,43.96,XXL,Bold & Expressive,Maroon
183.68,55.92,16.57,Underweight,Apple,112.59,41.39,M,Bold & Expressive,Lime Green
177.73,81.71,25.87,Overweight,Inverted Triangle,88.66,46.16,XXL,Bold & Expressive,Magenta
155.15,116.35,48.34,Obese,Inverted Triangle,112.19,42.0,XL,Adventurous & Natural,Forest Green
175.88,115.84,37.45,Obese,Diamond,108.39,48.26,XXL,Bold & Expressive,Bright Orange
178.72,71.28,22.32,Normal,Rectangle,97.41,45.85,M,Soft & Gentle,Baby Pink
167.88,90.2,32.0,Obese,Athletic,98.13,52.75,XXL,Bold & Expressive,Gold
172.14,82.19,27.74,Overweight,Hourglass,97.13,40.72,XL,Soft & Gentle,Beige
171.22,75.52,25.76,Overweight,Rectangle,100.9,38.85,M,Bold & Expressive,Magenta
182.62,111.24,33.36,Obese,Apple,102.6,47.39,XXL,Adventurous & Natural,Magenta
184.28,50.3,14.81,Underweight,Diamond,85.59,43.29,S,Bold & Expressive,Red
156.71,78.03,31.77,Obese,Inverted Triangle,102.46,42.57,XL,Bold & Expressive,Red
172.22,61.41,20.7,Normal,Rectangle,99.25,40.35,M,Calm & Classic,Lavender
166.62,104.22,37.54,Obese,Athletic,114.72,44.82,XXL,Soft & Gentle,Light Blue
175.17,117.12,38.17,Obese,Pear,104.73,42.42,XL,Bold & Expressive,Lime Green
185.89,90.63,26.23,Overweight,Rectangle,96.14,43.27,XXL,Adventurous & Natural,Bright Orange
165.54,52.7,19.23,Normal,Oval,102.33,38.61,XS,Bold & Expressive,Gold
161.61,73.2,28.03,Overweight,Inverted Triangle,85.63,45.85,XL,Adventurous & Natural,Fuchsia
153.2,77.13,32.86,Obese,Oval,105.89,45.46,L,Adventurous & Natural,Orange
186.34,49.34,14.21,Underweight,Pear,94.65,44.05,XS,Bold & Expressive,Fuchsia
182.92,57.79,17.27,Underweight,Spoon,104.18,42.56,M,Adventurous & Natural,Khaki
169.92,114.28,39.58,Obese,Spoon,113.66,38.37,XL,Adventurous & Natural,Lime Green
154.97,65.01,27.07,Overweight,Rectangle,99.29,45.8,M,Calm & Classic,Navy
160.4,96.85,37.64,Obese,Diamond,99.08,39.56,XL,Adventurous & Natural,Electric Blue
177.52,81.82,25.96,Overweight,Hourglass,106.45,44.57,XL,Soft & Gentle,Black
172.67,89.93,30.16,Obese,Athletic,92.49,43.41,XXL,Calm & Classic,Khaki
161.1,107.52,41.43,Obese,Hourglass,125.3,41.73,XXL,Bold & Expressive,Coral
157.2,79.1,32.01,Obese,Rectangle,104.08,38.03,M,Adventurous & Natural,Mustard Yellow
155.91,86.32,35.51,Obese,Pear,96.27,41.08,XL,Calm & Classic,Teal
170.05,106.32,36.77,Obese,Hourglass,121.52,42.39,XXL,Bold & Expressive,Bright Orange
185.9,91.92,26.6,Overweight,Inverted Triangle,81.33,45.22,XXL,Calm & Classic,Navy
187.96,75.46,21.36,Normal,Rectangle,102.11,46.23,XL,Adventurous & Natural,Maroon
153.66,94.12,39.86,Obese,Hourglass,117.84,38.05,L,Bold & Expressive,Gold
153.64,54.39,23.04,Normal,Pear,101.67,37.78,XS,Adventurous & Natural,Yellow
181.0,50.24,15.34,Underweight,Diamond,99.53,46.14,M,Calm & Classic,White
182.96,106.29,31.75,Obese,Inverted Triangle,97.86,43.72,XXL,Calm & Classic,Terracotta
173.85,80.26,26.56,Overweight,Oval,107.86,46.53,XXL,Calm & Classic,Teal
188.93,103.53,29.0,Overweight,Spoon,105.99,45.5,XXL,Soft & Gentle,Peach
172.58,78.66,26.41,Overweight,Inverted Triangle,84.87,50.21,XL,Calm & Classic,Grey
166.32,98.44,35.59,Obese,Pear,105.79,39.23,XL,Bold & Expressive,Gold
172.02,88.27,29.83,Overweight,Inverted Triangle,85.65,51.99,XXL,Calm & Classic,Rust
183.05,57.76,17.24,Underweight,Pear,99.33,44.43,M,Adventurous & Natural,Yellow
172.03,103.62,35.01,Obese,Spoon,129.63,44.88,XXL,Soft & Gentle,Black
188.55,60.68,17.07,Underweight,Apple,97.15,43.29,M,Adventurous & Natural,Khaki
165.1,60.67,22.26,Normal,Apple,104.12,42.35,M,Soft & Gentle,Beige
185.53,63.81,18.54,Normal,Rectangle,86.86,46.93,XL,Bold & Expressive,Orange
178.64,53.79,16.86,Underweight,Inverted Triangle,83.26,45.75,XS,Soft & Gentle,Pale Yellow
152.81,92.9,39.78,Obese,Athletic,96.27,40.85,XL,Bold & Expressive,Turquoise
167.2,112.27,40.16,Obese,Athletic,116.86,44.99,XXL,Calm & Classic,Cream
183.21,87.84,26.17,Overweight,Rectangle,97.72,38.68,XL,Calm & Classic,Olive Green
169.3,75.61,26.38,Overweight,Diamond,109.45,38.88,M,Adventurous & Natural,Mustard Yellow
155.61,110.65,45.7,Obese,Oval,112.28,42.51,XL,Soft & Gentle,Peach
189.87,75.48,20.94,Normal,Pear,114.61,41.51,M,Adventurous & Natural,Forest Green
154.55,89.76,37.58,Obese,Oval,126.05,40.14,XL,Bold & Expressive,Turquoise
169.53,68.14,23.71,Normal,Diamond,99.22,41.0,M,Adventurous & Natural,Magenta
164.42,82.5,30.52,Obese,Apple,124.95,44.53,XXL,Soft & Gentle,Peach
184.89,99.78,29.19,Overweight,Inverted Triangle,92.68,50.02,XXL,Adventurous & Natural,Electric Blue
154.41,110.02,46.14,Obese,Spoon,121.47,42.67,XL,Bold & Expressive,Fuchsia
174.55,96.01,31.51,Obese,Pear,110.08,39.54,XL,Soft & Gentle,Lavender
156.48,66.97,27.35,Overweight,Apple,120.39,40.71,M,Bold & Expressive,Red
170.72,60.34,20.7,Normal,Pear,109.21,44.2,M,Calm & Classic,Cream
151.19,76.72,33.56,Obese,Apple,111.75,41.38,XL,Soft & Gentle,Pale Yellow
154.79,75.14,31.36,Obese,Spoon,118.76,40.62,L,Soft & Gentle,Peach
188.2,81.82,23.1,Normal,Diamond,94.29,45.42,XL,Soft & Gentle,White
178.73,74.84,23.43,Normal,Diamond,97.86,47.33,L,Bold & Expressive,Maroon
171.61,109.81,37.29,Obese,Hourglass,130.0,42.72,XXL,Bold & Expressive,Bright Orange
173.0,61.89,20.68,Normal,Hourglass,105.49,47.54,L,Soft & Gentle,Cream
177.81,56.33,17.82,Underweight,Spoon,107.12,43.48,S,Bold & Expressive,Maroon
174.2,58.96,19.43,Normal,Oval,101.47,46.18,L,Soft & Gentle,Black
153.34,116.91,49.72,Obese,Oval,103.92,43.45,XL,Calm & Classic,Khaki
175.93,99.63,32.19,Obese,Hourglass,109.45,46.34,XXL,Bold & Expressive,Electric Blue
164.11,71.06,26.38,Overweight,Athletic,107.63,46.05,XL,Calm & Classic,White
157.87,53.76,21.57,Normal,Spoon,97.29,42.15,XS,Soft & Gentle,Brown
167.33,75.05,26.8,Overweight,Inverted Triangle,96.52,47.77,XL,Calm & Classic,Forest Green
180.74,54.34,16.63,Underweight,Pear,101.32,39.92,XS,Calm & Classic,Purple
181.85,96.66,29.23,Overweight,Inverted Triangle,92.73,49.14,XXL,Soft & Gentle,Peach
182.16,82.08,24.74,Normal,Athletic,87.78,45.89,XL,Adventurous & Natural,Gold
187.5,102.74,29.22,Overweight,Apple,104.27,47.89,XXL,Calm & Classic,Terracotta
173.1,46.65,15.57,Underweight,Inverted Triangle,84.51,49.05,M,Bold & Expressive,Bright Orange
179.81,99.91,30.9,Obese,Hourglass,130.0,42.93,XXL,Bold & Expressive,Bright Orange
161.34,86.48,33.22,Obese,Rectangle,111.69,46.45,XXL,Adventurous & Natural,Rust
184.73,55.52,16.27,Underweight,Apple,97.23,41.89,M,Soft & Gentle,Baby Pink
169.41,111.38,38.81,Obese,Athletic,103.93,48.38,XXL,Adventurous & Natural,Maroon
170.57,101.95,35.04,Obese,Hourglass,99.9,40.74,XXL,Adventurous & Natural,Olive Green
170.04,91.59,31.68,Obese,Athletic,108.06,48.64,XXL,Adventurous & Natural,Gold
165.99,68.28,24.78,Normal,Inverted Triangle,86.13,50.03,XL,Soft & Gentle,Peach
172.64,107.93,36.21,Obese,Rectangle,95.49,47.08,XXL,Soft & Gentle,Grey
153.66,81.58,34.55,Obese,Pear,115.39,38.61,M,Bold & Expressive,Orange
185.83,95.56,27.67,Overweight,Inverted Triangle,88.71,53.32,XXL,Calm & Classic,Beige
166.11,61.28,22.21,Normal,Pear,103.36,44.08,M,Bold & Expressive,Electric Blue
152.17,65.77,28.4,Overweight,Athletic,96.73,45.3,M,Calm & Classic,Beige
168.46,96.87,34.13,Obese,Oval,108.8,38.89,XL,Adventurous & Natural,Magenta
160.89,77.54,29.95,Obese,Athletic,109.82,48.74,XXL,Bold & Expressive,Electric Blue
174.22,108.85,35.86,Obese,Pear,111.48,42.9,XL,Adventurous & Natural,Lime Green
178.72,102.73,32.16,Obese,Athletic,99.59,50.88,XXL,Calm & Classic,Terracotta
160.17,64.42,25.11,Overweight,Athletic,103.5,41.87,XL,Adventurous & Natural,Coral
163.94,93.31,34.72,Obese,Spoon,119.75,44.84,XXL,Bold & Expressive,Coral
186.3,47.26,13.62,Underweight,Inverted Triangle,77.23,46.01,M,Soft & Gentle,Black
185.54,81.81,23.76,Normal,Rectangle,90.05,45.69,XL,Soft & Gentle,White
170.89,92.27,31.6,Obese,Pear,111.65,41.93,XL,Calm & Classic,Khaki
181.88,82.17,24.84,Normal,Spoon,115.29,41.0,XL,Bold & Expressive,Coral
154.89,60.73,25.31,Overweight,Apple,101.86,37.84,M,Calm & Classic,Terracotta
169.22,72.7,25.39,Overweight,Pear,115.21,42.78,M,Calm & Classic,Purple
159.23,96.45,38.04,Obese,Spoon,107.09,44.94,XL,Soft & Gentle,White
156.58,65.13,26.56,Overweight,Hourglass,99.28,38.41,S,Adventurous & Natural,Coral
158.52,98.87,39.35,Obese,Apple,117.58,46.56,XXL,Adventurous & Natural,Forest Green
154.38,106.48,44.68,Obese,Diamond,111.84,40.72,XL,Soft & Gentle,Peach
155.49,113.72,47.04,Obese,Oval,114.04,46.26,XXL,Soft & Gentle,White
168.1,110.92,39.25,Obese,Hourglass,117.73,41.16,XXL,Bold & Expressive,Bright Orange
160.56,52.85,20.5,Normal,Athletic,93.43,46.75,M,Bold & Expressive,Orange
176.7,89.44,28.65,Overweight,Pear,105.12,39.45,M,Soft & Gentle,Brown
181.25,49.61,15.1,Underweight,Rectangle,90.72,43.55,S,Adventurous & Natural,Yellow
175.17,49.1,16.0,Underweight,Hourglass,91.85,39.55,XS,Bold & Expressive,Coral
156.76,95.65,38.92,Obese,Hourglass,104.49,39.06,L,Soft & Gentle,Pale Yellow
158.55,59.52,23.68,Normal,Inverted Triangle,82.68,43.88,M,Bold & Expressive,Orange
171.62,70.85,24.05,Normal,Rectangle,86.74,39.83,S,Adventurous & Natural,Gold
179.63,96.48,29.9,Obese,Inverted Triangle,104.43,46.38,XXL,Calm & Classic,Cream
186.41,61.56,17.72,Underweight,Athletic,83.99,51.45,XL,Adventurous & Natural,Forest Green
153.21,94.24,40.15,Obese,Diamond,92.69,42.87,XL,Bold & Expressive,Yellow
152.7,77.92,33.42,Obese,Rectangle,99.59,37.51,M,Soft & Gentle,Mint Green
161.82,83.91,32.04,Obese,Hourglass,109.68,47.43,XXL,Soft & Gentle,Cream
189.29,51.66,14.42,Underweight,Diamond,91.74,48.74,M,Bold & Expressive,Maroon
185.48,84.46,24.55,Normal,Apple,123.88,47.95,XXL,Soft & Gentle,White
162.96,79.12,29.79,Overweight,Hourglass,107.75,46.07,XL,Soft & Gentle,Mint Green
161.82,97.23,37.13,Obese,Hourglass,122.41,45.61,XXL,Adventurous & Natural,Fuchsia
189.31,58.75,16.39,Underweight,Pear,95.02,44.16,M,Bold & Expressive,Gold
188.63,77.03,21.65,Normal,Hourglass,98.56,43.98,L,Soft & Gentle,Lavender
165.47,108.02,39.45,Obese,Hourglass,114.94,41.24,XXL,Calm & Classic,Teal
152.88,69.53,29.75,Overweight,Spoon,118.32,39.51,S,Adventurous & Natural,Terracotta
153.67,81.5,34.51,Obese,Apple,104.0,44.0,XL,Adventurous & Natural,Yellow
180.17,117.12,36.08,Obese,Apple,105.77,42.77,XXL,Soft & Gentle,Mint Green
153.63,47.3,20.04,Normal,Spoon,96.58,45.19,XS,Adventurous & Natural,Bright Orange
182.79,118.03,35.33,Obese,Diamond,96.95,39.45,XXL,Soft & Gentle,Beige
166.67,58.56,21.08,Normal,Rectangle,102.98,42.66,M,Bold & Expressive,Bright Orange
159.32,67.7,26.67,Overweight,Diamond,93.15,39.69,S,Adventurous & Natural,Yellow
171.98,88.17,29.81,Overweight,Spoon,110.72,47.64,XXL,Calm & Classic,Cream
152.02,113.64,49.17,Obese,Inverted Triangle,107.77,43.61,XL,Bold & Expressive,Orange
156.21,79.0,32.37,Obese,Rectangle,108.2,38.47,M,Adventurous & Natural,Maroon
152.35,76.99,33.17,Obese,Athletic,87.21,51.05,XL,Soft & Gentle,Baby Pink
159.56,93.95,36.9,Obese,Inverted Triangle,103.9,47.09,XXL,Bold & Expressive,Coral
174.38,68.15,22.41,Normal,Spoon,107.99,41.6,M,Bold & Expressive,Turquoise
168.03,90.45,32.04,Obese,Apple,116.79,41.59,XXL,Calm & Classic,Forest Green
163.95,54.72,20.36,Normal,Athletic,101.15,47.13,M,Calm & Classic,Mustard Yellow
180.46,92.05,28.27,Overweight,Inverted Triangle,104.01,43.09,XXL,Calm & Classic,Terracotta
154.38,108.08,45.35,Obese,Hourglass,107.69,41.23,XL,Bold & Expressive,Bright Orange
164.24,86.89,32.21,Obese,Inverted Triangle,103.23,45.69,XXL,Soft & Gentle,Pale Yellow
189.28,97.4,27.19,Overweight,Apple,104.83,42.24,XXL,Adventurous & Natural,Electric Blue
175.81,66.06,21.37,Normal,Inverted Triangle,88.92,44.39,M,Adventurous & Natural,Turquoise
157.56,109.95,44.29,Obese,Hourglass,119.85,41.56,XL,Calm & Classic,Forest Green
167.57,77.19,27.49,Overweight,Pear,109.29,41.19,M,Adventurous & Natural,Electric Blue
155.04,109.83,45.69,Obese,Pear,104.23,37.69,M,Soft & Gentle,Black
150.26,72.97,32.32,Obese,Athletic,91.99,42.39,XL,Calm & Classic,Rust
155.12,110.31,45.84,Obese,Athletic,103.71,50.37,XXL,Bold & Expressive,Gold
188.58,81.75,22.99,Normal,Spoon,115.68,40.05,XL,Adventurous & Natural,Orange
